Proteome Id	Organism	Organism Id	Protein count	Taxonomic lineage
UP000110594	Cercopithecine herpesvirus 1 (CeHV-1) (Simian herpes B virus)	10325	72	Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Orthoherpesviridae, Alphaherpesvirinae, Simplexvirus, Simplexvirus macacinealpha1
UP000110876	Gyrovirus GyV8	1670973	3	Viruses, Anelloviridae, Gyrovirus, Gyrovirus fulgla1
UP000110943	Avon-Heathcote Estuary associated circular virus 13	1618236	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, unclassified Circoviridae
UP000111010	Pteropus associated gemycircularvirus 4	1985398	3	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus ptero4
UP000111157	Simian adenovirus 23	35266	36	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Tectiliviricetes, Rowavirales, Adenoviridae, Mastadenovirus, Human mastadenovirus E
UP000111166	Torque teno midi virus 12	2065053	4	Viruses, Anelloviridae, Gammatorquevirus, Gammatorquevirus homidi12
UP000111222	Tehran virus	206161	4	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phenuiviridae, Phlebovirus, Phlebovirus tehranense
UP000111407	Torque teno midi virus	432261	4	Viruses, Anelloviridae, unclassified Anelloviridae
UP000111607	Cyclovirus NG14	742923	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Cyclovirus, Cyclovirus mutum, Human associated cyclovirus 7
UP000111976	Potato yellow dwarf virus	195060	7	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Betarhabdovirinae, Alphanucleorhabdovirus, Alphanucleorhabdovirus tuberosum
UP000112218	Trichodysplasia spinulosa-associated polyomavirus	862909	5	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Alphapolyomavirus, Alphapolyomavirus octihominis
UP000112478	Sea otter polyomavirus 1	1552409	6	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, unclassified Polyomaviridae
UP000112534	Merkel cell polyomavirus	493803	4	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Alphapolyomavirus, Alphapolyomavirus quintihominis
UP000112673	Avon-Heathcote Estuary associated circular virus 6	1618257	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, unclassified Circoviridae
UP000112894	Simian adenovirus 49	995022	32	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Tectiliviricetes, Rowavirales, Adenoviridae, Mastadenovirus, Simian mastadenovirus B
UP000113129	Fengkai orbivirus	1692107	10	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Sedoreoviridae, Orbivirus, unclassified Orbivirus, Tibet orbivirus
UP000113176	Avon-Heathcote Estuary associated circular virus 10	1618233	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, unclassified Circoviridae
UP000113296	Torque teno midi virus 14	2065055	4	Viruses, Anelloviridae, Gammatorquevirus, Gammatorquevirus homidi14
UP000113390	Human associated cyclovirus 10	2038728	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Cyclovirus, Cyclovirus humana
UP000113480	Santa barbara virus	1552661	7	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Arurhavirus, Arurhavirus santabarbara
UP000113864	Fox fecal rhabdovirus	1504569	8	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, unclassified Rhabdoviridae
UP000113968	Aotine betaherpesvirus 1	50290	146	Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Orthoherpesviridae, Betaherpesvirinae, Cytomegalovirus, Cytomegalovirus aotinebeta1
UP000113978	Keterah virus	2847812	3	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Nairoviridae, Orthonairovirus, Orthonairovirus keterehense
UP000114294	Rotavirus B (isolate RVB/Human/China/ADRV/1982) (RV-B) (Rotavirus B (isolate adult diarrhea rotavirus))	10942	12	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Sedoreoviridae, Rotavirus, Rotavirus B
UP000114312	Bluetongue virus 16	45029	9	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Sedoreoviridae, Orbivirus, Bluetongue virus
UP000114391	Torque teno mini virus 5	687373	3	Viruses, Anelloviridae, Betatorquevirus, Betatorquevirus homini5
UP000114428	Torque teno mini virus 7	687375	2	Viruses, Anelloviridae, Betatorquevirus, Betatorquevirus homini7
UP000114496	Mongoose feces-associated gemycircularvirus c	1634488	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemykibivirus, Gemykibivirus humas3, Human associated gemykibivirus 3
UP000114561	Orungo virus	40058	11	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Sedoreoviridae, Orbivirus
UP000114612	Fowl aviadenovirus 5	172861	39	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Tectiliviricetes, Rowavirales, Adenoviridae, Aviadenovirus, Fowl aviadenovirus B
UP000114748	Drosophila sturtevanti sigmavirus	1802946	6	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Sigmavirus, Sigmavirus sturtevanti
UP000114860	Bandicoot papillomatosis carcinomatosis virus type 2	500654	3	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Zurhausenvirales, Papillomaviridae, unclassified Papillomaviridae, non-primate mammal papillomaviruses
UP000114976	Mandrillus leucophaeus cytomegalovirus	1654930	81	Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Orthoherpesviridae, Betaherpesvirinae, Cytomegalovirus, Cytomegalovirus mandrillinebeta1, Mandrilline betaherpesvirus 1
UP000115090	Littorina sp. associated circular virus	1692253	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, unclassified Circoviridae
UP000115125	Kaeng Khoi virus	307164	4	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Peribunyaviridae, Orthobunyavirus, Orthobunyavirus kaengkhoiense
UP000115299	Human adenovirus 14	10521	32	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Tectiliviricetes, Rowavirales, Adenoviridae, Mastadenovirus, Human mastadenovirus B
UP000115416	Cyclovirus PK5222	742917	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Cyclovirus, Cyclovirus manukha, Human associated cyclovirus 3
UP000115631	Torque teno equus virus 1	1673633	4	Viruses, Anelloviridae, Mutorquevirus, Mutorquevirus equid1
UP000115668	Pteropus associated gemycircularvirus 5	1985399	3	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus ptero5
UP000115720	Aruac virus	1272961	7	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Arurhavirus, Arurhavirus aruac
UP000116093	Torque teno midi virus 9	2065050	4	Viruses, Anelloviridae, Gammatorquevirus, Gammatorquevirus homidi9
UP000116133	Cedar virus	1221391	7	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Orthoparamyxovirinae, Henipavirus, Henipavirus cedarense
UP000116168	Epstein-Barr virus (strain GD1) (HHV-4) (Human gammaherpesvirus 4)	10376	43	Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Orthoherpesviridae, Gammaherpesvirinae, Lymphocryptovirus, Lymphocryptovirus humangamma4
UP000116215	STL polyomavirus	1277649	5	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Deltapolyomavirus, Deltapolyomavirus undecihominis
UP000116231	California sea lion adenovirus 1	943083	30	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Tectiliviricetes, Rowavirales, Adenoviridae, Mastadenovirus, Sea lion mastadenovirus A
UP000116555	Simian cytomegalovirus (strain Colburn)	50292	177	Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Orthoherpesviridae, Betaherpesvirinae, Cytomegalovirus, Cytomegalovirus cercopithecinebeta5
UP000116733	Canine circovirus	1194757	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Circovirus, Circovirus canine
UP000116944	Rio Claro virus	2848418	4	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phenuiviridae, Phlebovirus, Phlebovirus claroense
UP000116972	Bat circovirus POA/2012/VI	1572239	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Cyclovirus, Cyclovirus bastao, Bat associated cyclovirus 10
UP000117147	Avon-Heathcote Estuary associated circular virus 17	1618240	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, unclassified Circoviridae
UP000117486	Zebra finch circovirus	1642515	4	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Circovirus, Circovirus zebrafinch
UP000117502	Lye Green virus	1807808	5	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, unclassified Rhabdoviridae
UP000117503	Circovirus-like genome DCCV-7	1788447	5	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, unclassified Circoviridae
UP000117676	Oropouche virus	118655	4	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Peribunyaviridae, Orthobunyavirus, Orthobunyavirus oropoucheense
UP000117716	Almendravirus arboretum	1972683	6	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Almendravirus
UP000118000	Torque teno midi virus 1	687379	4	Viruses, Anelloviridae, Gammatorquevirus, Gammatorquevirus homidi1
UP000118161	Sathuvachari virus	1289939	10	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Sedoreoviridae, Orbivirus, unclassified Orbivirus
UP000118164	Meles meles polyomavirus 1	1608323	5	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus, Betapolyomavirus meletis
UP000118240	Betapolyomavirus calbifrons	1236392	4	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus
UP000118400	Circovirus-like genome DCCV-4	1788444	3	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, unclassified Circoviridae
UP000118514	Baboon orthoreovirus	75888	11	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Spinareoviridae, Orthoreovirus
UP000118530	Fiddler Crab associated circular virus	1692249	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, unclassified Circoviridae
UP000119000	Nyavirus midwayense	644609	6	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Nyamiviridae, Nyavirus
UP000119023	Pacific flying fox faeces associated gemycircularvirus-12	1795991	3	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemykibivirus, Gemykibivirus ptero1
UP000119142	Faecal-associated gemycircularvirus 1b	1391029	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, unclassified Gemycircularvirus, Faeces associated gemycircularvirus 1
UP000119412	Human polyomavirus 6	746830	5	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Deltapolyomavirus, Deltapolyomavirus sextihominis
UP000119470	Human T-lymphotropic virus 4	318279	6	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Orthoretrovirinae, Deltaretrovirus, unclassified Deltaretrovirus
UP000119600	Marituba virus	292278	4	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Peribunyaviridae, Orthobunyavirus, Orthobunyavirus maritubaense
UP000119730	Lebombo virus	40057	11	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Sedoreoviridae, Orbivirus
UP000120055	Human adenovirus D37	52275	36	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Tectiliviricetes, Rowavirales, Adenoviridae, Mastadenovirus, Human mastadenovirus D
UP000120119	Soybean associated gemycircularvirus 1	1985413	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus soybe1
UP000120250	Circoviridae 13 LDMD-2013	1379717	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, environmental samples
UP000120459	Rodent Torque teno virus 2	1514665	2	Viruses, Anelloviridae, unclassified Anelloviridae
UP000121022	Circovirus-like genome DCCV-13	1788441	3	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, unclassified Circoviridae
UP000121220	Joinjakaka virus	1272943	9	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Hapavirus, Hapavirus joinjakaka
UP000121340	Miniopterus associated gemycircularvirus 1	1985387	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus minio1
UP000121369	Great Island virus	204269	11	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Sedoreoviridae, Orbivirus
UP000121539	Bovine gammaherpesvirus 6	1504288	79	Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Orthoherpesviridae, Gammaherpesvirinae, Macavirus, Macavirus bovinegamma6
UP000121784	Cotia virus	39444	170	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Pokkesviricetes, Chitovirales, Poxviridae, Chordopoxvirinae, Oryzopoxvirus
UP000121920	Titi monkey adenovirus ECC-2011	994672	35	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Tectiliviricetes, Rowavirales, Adenoviridae, Mastadenovirus, Platyrrhini mastadenovirus A
UP000121975	Blackbird associated gemykibivirus 1	1391038	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemykibivirus, Gemykibivirus blabi1
UP000122426	Kafue kinda chacma baboon virus	1823757	14	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Arnidovirineae, Arteriviridae, Simarterivirinae, Thetaarterivirus, Kaftartevirus, Thetaarterivirus kafuba
UP000122640	Orthohantavirus asikkalaense	1980458	3	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Hantaviridae, Mammantavirinae, Orthohantavirus
UP000122874	Simian adenovirus 25	175567	32	Viruses, Varidnaviria, Bamfordvirae, Preplasmiviricota, Tectiliviricetes, Rowavirales, Adenoviridae, Mastadenovirus, Human mastadenovirus E
UP000123232	Turbot reddish body iridovirus	273651	1	Viruses, Varidnaviria, Bamfordvirae, Nucleocytoviricota, Megaviricetes, Pimascovirales, Iridoviridae, Alphairidovirinae, Megalocytivirus, Infectious spleen and kidney necrosis virus
UP000123326	Po-Circo-like virus 21	1105383	5	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, unclassified Circoviridae, Po-Circo-like virus
UP000123475	Niakha virus	1348439	5	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Sripuvirus, Sripuvirus niakha
UP000123602	Equine encephalosis virus	201490	10	Viruses, Riboviria, Orthornavirae, Duplornaviricota, Resentoviricetes, Reovirales, Sedoreoviridae, Orbivirus
UP000123729	Gyrovirus Tu243	1415627	3	Viruses, Anelloviridae, Gyrovirus, Gyrovirus homsa4
UP000123759	Orthophasmavirus kigluaikense	3052549	3	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Phasmaviridae, Orthophasmavirus
UP000123930	Bat circovirus ZS/China/2011	1072162	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Cyclovirus, Cyclovirus vazka, Dragonfly associated cyclovirus 4
UP000124141	Nyando virus	35316	4	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Peribunyaviridae, Orthobunyavirus, Orthobunyavirus nyandoense
UP000124244	Poaceae associated gemycircularvirus 1	1985392	3	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus poass1
UP000124769	Oriboca virus	192199	4	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Polyploviricotina, Ellioviricetes, Bunyavirales, Peribunyaviridae, Orthobunyavirus, Orthobunyavirus oribocaense
UP000124824	Nariva virus	590647	8	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Paramyxoviridae, Orthoparamyxovirinae, Narmovirus, Narmovirus narivaense
UP000124852	equine foamy virus Equus caballus	2849477	5	Viruses, Riboviria, Pararnavirae, Artverviricota, Revtraviricetes, Ortervirales, Retroviridae, Spumaretrovirinae, Equispumavirus, Equine foamy virus
UP000125052	Mikumi yellow baboon virus 1	1546177	13	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Arnidovirineae, Arteriviridae, Simarterivirinae, Thetaarterivirus, Mitartevirus, Thetaarterivirus mikelba 1
UP000125071	Maize fine streak virus	209854	7	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Betarhabdovirinae, Gammanucleorhabdovirus, Gammanucleorhabdovirus maydis
UP000125118	Human circovirus VS6600022	1525173	4	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, Circovirus, unclassified Circovirus
UP000125413	Beluga whale coronavirus (strain SW1) (BwCoV)	694015	14	Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Nidovirales, Cornidovirineae, Coronaviridae, Orthocoronavirinae, Gammacoronavirus, Cegacovirus
UP000125481	Itacaiunas virus	490111	7	Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Curiovirus, Curiovirus itacaiunas
UP000125623	Circovirus-like genome DHCV-5	1788454	2	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Arfiviricetes, Cirlivirales, Circoviridae, unclassified Circoviridae
UP000125737	Pacific flying fox faeces associated gemycircularvirus-10	1795989	3	Viruses, Monodnaviria, Shotokuvirae, Cressdnaviricota, Repensiviricetes, Geplafuvirales, Genomoviridae, Gemycircularvirus, Gemycircularvirus ptero1, Pteropus associated gemycircularvirus 1
UP000125865	Bat polyomavirus 5b	1623684	4	Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Alphapolyomavirus, Alphapolyomavirus acelebensis
